1.9285	2
2.8928	2
3.8571	2
4.8214	0
5.7857	2
6.75	2
7.7143	2
8.6786	2
9.6429	.44288
10.607	0
11.571	.18526
12.535	.48926
13.5	.74099
14.464	2
15.428	0
16.393	0
17.357	0
18.321	0
19.285	0
20.25	2
21.214	2
22.178	2
23.143	2
24.107	0
25.071	0
26.035	2
27	.51437
27.964	2
28.928	2
29.893	2
30.857	.23007
31.821	0
32.786	.058418
33.75	2
34.714	0
35.678	0
36.643	0
37.607	0
38.571	.069313
39.536	.99063
40.5	2
41.464	2
42.429	.46453
43.393	2
44.357	0
45.321	0
46.286	.20898
47.25	2
48.214	.042148
49.179	0
50.143	0
51.107	2
52.071	2
53.036	2
54	2
54.964	0
55.929	0
56.893	0
57.857	.39581
58.822	2
59.786	.2586
60.75	.58277
61.714	2
62.679	.64464
63.643	0
64.607	0
65.572	.094147
66.536	2
67.5	2
68.465	2
69.429	2
70.393	2
71.357	2
72.322	2
73.286	.49074
74.25	2
75.215	2
76.179	.40032
77.143	.28868
78.107	2
79.072	.84437
80.036	1.4078
81	2
81.965	2
82.929	0
83.893	2
84.858	2
85.822	.41079
86.786	.74266
87.75	1.3727
88.715	2
89.679	0
90.643	.017101
91.608	.49154
92.572	1.0577
93.536	2
94.5	2
95.465	0
96.429	.55764
97.393	.070623
98.358	0
99.322	.12686
100.28	.62689
101.25	2
102.21	.97687
103.17	0
104.14	0
105.1	2
106.07	2
107.03	0
108	0
108.96	2
109.92	2
110.89	2
111.85	2
112.82	.17669
113.78	2
114.75	2
115.71	0
116.67	2
117.64	2
118.6	.52534
119.57	2
120.53	2
121.5	2
122.46	2
123.42	0
124.39	0
125.35	2
126.32	2
127.28	2
128.25	0
129.21	0
130.17	.41024
131.14	.89206
132.1	2
133.07	2
134.03	2
135	.69347
135.96	.42939
136.93	2
137.89	0
138.85	0
139.82	2
140.78	2
141.75	2
142.71	1.006
143.68	0
144.64	.41386
145.6	2
146.57	2
147.53	2
148.5	2
149.46	2
150.43	0
151.39	.28619
152.35	.43477
153.32	0
154.28	2
155.25	.53346
156.21	0
157.18	0
158.14	0
159.1	2
160.07	2
161.03	2
162	2
162.96	0
163.93	0
164.89	2
165.85	2
166.82	2
167.78	2
168.75	1.1764
169.71	2
170.68	2
171.64	.47606
172.6	.34868
173.57	2
174.53	2
175.5	0
176.46	0
177.43	2
178.39	2
179.35	2
180.32	0
181.28	0
182.25	2
183.21	.34421
184.18	.85498
185.14	.98151
186.1	2
187.07	2
188.03	2
189	2
189.96	0
190.93	1.8652
191.89	2
192.85	2
193.82	2
194.78	0
195.75	0
196.71	2
197.68	2
198.64	0
199.6	0
200.57	.39369
201.53	.040467
202.5	0
203.46	0
204.43	2
205.39	2
206.35	1.0547
207.32	.56418
208.28	.71226
209.25	2
210.21	2
211.18	2
212.14	2
213.1	2
214.07	2
215.03	0
216	2
216.96	2
217.93	0
218.89	.060435
219.85	0
220.82	.65282
221.78	2
222.75	.2251
223.71	0
224.68	0
225.64	.035175
226.6	2
227.57	2
228.53	2
229.5	.64539
230.46	2
231.43	2
232.39	2
233.35	.92403
234.32	.51754
235.28	.02385
236.25	0
237.21	0
238.18	2
239.14	2
240.1	2
241.07	2
242.03	2
243	2
243.96	.34461
244.93	2
245.89	2
246.85	.71285
247.82	2
248.78	2
249.75	.55717
250.71	2
251.68	0
252.64	2
253.6	.27344
254.57	0
255.53	0
256.5	.71144
257.46	1.0174
258.43	1.1525
259.39	.18143
260.35	0
261.32	2
262.28	2
263.25	2
264.21	2
265.18	2
266.14	2
267.1	2
268.07	.028767
269.03	2
270	2
270.96	0
271.93	0
272.89	2
273.86	1.4119
274.82	.46851
275.78	0
