1.9285	.058626
2.8928	.21727
3.8571	.84665
4.8214	.90044
5.7857	2
6.75	0
7.7143	.40745
8.6786	.11581
9.6429	.0042096
10.607	.29822
11.571	.69103
12.535	.22186
13.5	0
14.464	2
15.428	.46953
16.393	.47036
17.357	2
18.321	1.3324
19.285	.49915
20.25	1.1972
21.214	2
22.178	.23006
23.143	.086713
24.107	2
25.071	0
26.035	.20337
27	2
27.964	0
28.928	0
29.893	2
30.857	2
31.821	2
32.786	0
33.75	2
34.714	2
35.678	2
36.643	2
37.607	2
38.571	0
39.536	0
40.5	.070774
41.464	0
42.429	2
43.393	2
44.357	2
45.321	.69191
46.286	.52955
47.25	.69134
48.214	.29086
49.179	0
50.143	2
51.107	.40415
52.071	0
53.036	0
54	2
54.964	1.8254
55.929	2
56.893	2
57.857	.54689
58.822	.26524
59.786	.16446
60.75	.50833
61.714	2
62.679	2
63.643	0
64.607	2
65.572	2
66.536	2
67.5	2
68.465	.19066
69.429	.43364
70.393	2
71.357	2
72.322	0
73.286	0
74.25	.12032
75.215	.27354
76.179	0
77.143	2
78.107	2
79.072	2
80.036	2
81	2
81.965	2
82.929	2
83.893	0
84.858	0
85.822	.16717
86.786	1.6869
87.75	.53061
88.715	2
89.679	2
90.643	0
91.608	.46194
92.572	.79514
93.536	.69062
94.5	.61809
95.465	2
96.429	2
97.393	.34426
98.358	.77083
99.322	1.0761
100.28	2
101.25	2
102.21	0
103.17	2
104.14	2
105.1	.55434
106.07	.54832
107.03	1.4075
108	2
108.96	.29743
109.92	.71142
110.89	1.392
111.85	.52973
112.82	0
113.78	.30719
114.75	.069618
115.71	.54338
116.67	.75855
117.64	.3751
118.6	0
119.57	2
120.53	2
121.5	0
122.46	.39758
123.42	.76602
124.39	1.0907
125.35	2
126.32	2
127.28	0
128.25	.092505
129.21	.25056
130.17	.24371
131.14	.48297
132.1	1.1178
133.07	2
134.03	.86489
135	.38684
135.96	.17683
136.93	.029358
137.89	0
138.85	.89591
139.82	.14266
140.78	0
141.75	2
142.71	0
143.68	0
144.64	.39005
145.6	.19507
146.57	2
147.53	2
148.5	.66038
149.46	.46838
150.43	.89691
151.39	.67218
152.35	.50845
153.32	.59725
154.28	1.0109
155.25	2
156.21	2
157.18	2
158.14	2
159.1	2
160.07	.22011
161.03	.23921
162	.010047
162.96	2
163.93	2
164.89	0
165.85	0
166.82	2
167.78	0
168.75	0
169.71	0
170.68	.64587
171.64	.25339
172.6	2
173.57	2
174.53	2
175.5	.53879
176.46	.021336
177.43	.061323
178.39	.615
179.35	2
180.32	2
181.28	.37016
182.25	2
183.21	2
184.18	1.707
185.14	2
186.1	2
187.07	2
188.03	2
189	.8153
189.96	.72954
190.93	2
191.89	2
192.85	2
193.82	2
194.78	2
195.75	2
196.71	2
197.68	2
198.64	2
199.6	1.4634
200.57	1.0188
