1.9285	0
2.8928	.25509
3.8571	.49414
4.8214	.23217
5.7857	0
6.75	2
7.7143	2
8.6786	2
9.6429	1.3289
10.607	.62659
11.571	.28338
12.535	.85884
13.5	2
14.464	0
15.428	0
16.393	0
17.357	0
18.321	0
19.285	0
20.25	0
21.214	0
22.178	0
23.143	0
24.107	2
25.071	0
26.035	0
27	.097684
27.964	2
28.928	2
29.893	0
30.857	0
31.821	0
32.786	2
33.75	0
34.714	0
35.678	.054164
36.643	0
37.607	0
38.571	2
39.536	2
40.5	2
41.464	2
42.429	0
43.393	0
44.357	.3031
45.321	.13286
46.286	2
47.25	2
48.214	2
49.179	2
50.143	0
51.107	.18228
52.071	.020961
53.036	0
54	.41718
54.964	2
55.929	0
56.893	2
57.857	2
58.822	2
59.786	2
60.75	2
61.714	2
62.679	2
63.643	0
64.607	.18208
65.572	.14679
66.536	2
67.5	2
68.465	2
69.429	2
70.393	2
71.357	2
72.322	0
73.286	0
74.25	.66623
75.215	0
76.179	0
77.143	2
78.107	2
79.072	.13666
80.036	0
81	0
81.965	.2206
82.929	.080454
83.893	2
84.858	.93479
85.822	0
86.786	.70052
87.75	0
88.715	0
89.679	1.4409
90.643	.097438
91.608	.37331
92.572	.56612
93.536	.38485
94.5	.16871
95.465	0
96.429	0
97.393	2
98.358	1.466
99.322	2
100.28	2
101.25	.35957
102.21	0
103.17	2
104.14	0
105.1	2
106.07	2
107.03	2
108	2
108.96	2
109.92	.75092
110.89	.20181
111.85	0
112.82	0
113.78	2
114.75	2
115.71	2
116.67	.80432
117.64	.26545
118.6	0
119.57	2
120.53	.57112
121.5	2
122.46	1.0883
123.42	.75032
124.39	.98232
125.35	1.2492
126.32	.2119
127.28	0
128.25	.0095796
129.21	2
130.17	2
131.14	2
132.1	2
133.07	.40439
134.03	0
135	.04574
135.96	.1939
136.93	2
137.89	2
138.85	2
139.82	2
140.78	0
141.75	2
142.71	0
143.68	2
144.64	2
145.6	2
146.57	2
147.53	2
148.5	2
149.46	2
150.43	1.6526
151.39	.44266
152.35	.15705
153.32	.39417
154.28	2
155.25	2
156.21	2
157.18	2
158.14	.77264
159.1	2
160.07	0
161.03	0
162	0
162.96	2
163.93	2
164.89	0
165.85	.091247
166.82	.43957
167.78	0
168.75	.053827
169.71	.82774
170.68	2
171.64	0
172.6	.22227
173.57	0
174.53	0
175.5	0
176.46	0
177.43	0
178.39	.29508
179.35	.91084
180.32	.28036
181.28	2
182.25	2
183.21	2
184.18	2
185.14	2
186.1	2
187.07	2
188.03	2
189	2
189.96	2
190.93	2
191.89	2
192.85	2
193.82	2
194.78	2
195.75	2
196.71	2
197.68	2
198.64	2
199.6	2
200.57	2
201.53	2
202.5	2
203.46	2
204.43	2
205.39	2
206.35	2
207.32	2
208.28	0
209.25	2
210.21	2
211.18	2
212.14	2
213.1	.11609
214.07	.42496
215.03	2
216	0
216.96	2
217.93	.12943
218.89	0
219.85	2
220.82	2
221.78	2
222.75	2
223.71	1.5761
224.68	.6348
225.64	1.3281
226.6	2
227.57	2
228.53	2
229.5	2
230.46	2
231.43	0
232.39	.50986
233.35	1.0358
234.32	.29468
235.28	2
236.25	2
237.21	2
238.18	2
239.14	2
240.1	2
241.07	2
242.03	2
243	.15601
243.96	0
244.93	1.6383
245.89	2
246.85	2
247.82	2
248.78	2
249.75	2
250.71	.40347
251.68	.2842
252.64	2
253.6	1.4915
254.57	0
255.53	2
256.5	2
257.46	.65005
258.43	2
259.39	.78128
260.35	0
261.32	.23471
262.28	2
263.25	2
264.21	2
265.18	0
266.14	0
267.1	0
268.07	.21584
269.03	0
270	2
270.96	2
271.93	2
272.89	0
273.86	2
274.82	2
275.78	.68087
276.75	2
277.71	.6339
278.68	.17298
279.64	.19307
280.61	.026324
281.57	0
282.53	2
283.5	2
284.46	2
285.43	.62144
286.39	0
287.36	.17947
288.32	.052748
289.28	.021354
290.25	0
